timestamp,location,voltage,current,power_kw,energy_kwh,power_factor
2026-08-02 10:15:33,Lab Building A,232.5,3.74,0.8,1011.45,0.92
2026-08-02 10:15:33,Library Wing,231.2,2.91,0.612,749.81,0.91
2026-08-02 10:15:33,Computer Center,219.2,7.53,1.519,793.29,0.92
2026-08-02 10:15:33,Cafeteria Block,224.9,3.88,0.82,590.44,0.94
2026-08-02 14:00:54,Main Meter,221.3,3.81,0.793,1157.56,0.94
2026-08-02 14:00:54,Lab Building A,228.4,3.18,0.646,1015.37,0.89
2026-08-02 14:00:54,Library Wing,224.6,3.87,0.826,754.45,0.95
2026-08-02 14:00:54,Computer Center,228.7,7.89,1.624,802.76,0.9
2026-08-02 14:00:54,Cafeteria Block,225.1,2.82,0.584,593.92,0.92
2026-08-02 18:06:56,Main Meter,232.8,5.28,1.119,1164.03,0.91
2026-08-02 18:06:56,Lab Building A,238.5,2.6,0.589,1018.8,0.95
2026-08-02 18:06:56,Library Wing,234.8,2.82,0.629,758.54,0.95
2026-08-02 18:06:56,Computer Center,237.6,6.21,1.431,811.23,0.97
2026-08-02 18:06:56,Cafeteria Block,239.5,4.34,0.998,600.14,0.96
2026-08-02 22:18:56,Main Meter,236.3,1.71,0.372,1166.22,0.92
2026-08-02 22:18:56,Lab Building A,219.5,1.07,0.221,1020.06,0.94
2026-08-02 22:18:56,Library Wing,228.0,0.83,0.182,759.62,0.96
2026-08-02 22:18:56,Computer Center,229.4,2.1,0.462,813.83,0.96
2026-08-02 22:18:56,Cafeteria Block,231.8,1.5,0.32,602.1,0.92
2026-08-03 02:08:41,Main Meter,229.9,1.99,0.407,1168.55,0.89
2026-08-03 02:08:41,Lab Building A,220.1,1.88,0.385,1022.24,0.93
2026-08-03 02:08:41,Library Wing,232.9,1.18,0.25,761.22,0.91
2026-08-03 02:08:41,Computer Center,219.2,2.77,0.571,817.37,0.94
2026-08-03 02:08:41,Cafeteria Block,218.7,0.78,0.159,603.02,0.93
2026-08-03 06:15:43,Main Meter,223.8,1.38,0.281,1170.16,0.91
2026-08-03 06:15:43,Lab Building A,234.6,0.92,0.205,1023.38,0.95
2026-08-03 06:15:43,Library Wing,220.7,1.17,0.245,762.57,0.95
2026-08-03 06:15:43,Computer Center,224.1,2.21,0.475,820.26,0.96
2026-08-03 06:15:43,Cafeteria Block,236.1,1.08,0.24,604.5,0.94
2026-08-03 10:58:07,Main Meter,221.7,4.34,0.924,1175.34,0.96
2026-08-03 10:58:07,Lab Building A,225.4,3.27,0.663,1027.17,0.9
2026-08-03 10:58:07,Library Wing,218.5,3.58,0.743,767.15,0.95
2026-08-03 10:58:07,Computer Center,230.2,7.59,1.642,830.8,0.94
2026-08-03 10:58:07,Cafeteria Block,239.0,3.46,0.777,609.37,0.94
2026-08-03 14:56:32,Main Meter,232.4,5.18,1.083,1182.32,0.9
2026-08-03 14:56:32,Lab Building A,239.9,4.39,0.958,1032.84,0.91
2026-08-03 14:56:32,Library Wing,222.1,2.94,0.614,771.03,0.94
2026-08-03 14:56:32,Computer Center,235.4,6.24,1.425,838.68,0.97
2026-08-03 14:56:32,Cafeteria Block,232.3,3.04,0.65,613.33,0.92
2026-08-03 18:32:00,Main Meter,239.8,5.0,1.163,1189.21,0.97
2026-08-03 18:32:00,Lab Building A,234.9,2.76,0.583,1036.29,0.9
2026-08-03 18:32:00,Library Wing,233.3,4.02,0.863,776.51,0.92
2026-08-03 18:32:00,Computer Center,227.0,6.32,1.32,846.4,0.92
2026-08-03 18:32:00,Cafeteria Block,219.0,3.9,0.786,617.74,0.92
2026-08-03 22:23:18,Main Meter,219.7,2.09,0.413,1191.62,0.9
2026-08-03 22:23:18,Lab Building A,233.2,1.41,0.296,1038.2,0.9
2026-08-03 22:23:18,Library Wing,221.8,1.49,0.294,778.24,0.89
2026-08-03 22:23:18,Computer Center,228.4,2.34,0.481,849.49,0.9
2026-08-03 22:23:18,Cafeteria Block,237.6,0.95,0.203,618.98,0.9
2026-08-04 02:19:54,Main Meter,223.2,2.24,0.46,1194.25,0.92
2026-08-04 02:19:54,Lab Building A,232.2,1.04,0.215,1039.51,0.89
2026-08-04 02:19:54,Library Wing,235.7,1.78,0.382,780.67,0.91
2026-08-04 02:19:54,Computer Center,236.5,1.92,0.409,851.88,0.9
2026-08-04 02:19:54,Cafeteria Block,232.1,1.17,0.244,620.34,0.9
2026-08-04 06:58:58,Main Meter,222.9,1.98,0.424,1196.81,0.96
2026-08-04 06:58:58,Lab Building A,222.0,1.42,0.29,1041.18,0.92
2026-08-04 06:58:58,Library Wing,222.0,1.03,0.201,781.96,0.88
2026-08-04 06:58:58,Computer Center,236.9,1.76,0.388,854.16,0.93
2026-08-04 06:58:58,Cafeteria Block,219.9,1.79,0.366,622.66,0.93
2026-08-04 10:00:35,Main Meter,235.8,5.37,1.14,1204.11,0.9
2026-08-04 10:00:35,Lab Building A,239.2,3.38,0.72,1045.67,0.89
2026-08-04 10:00:35,Library Wing,229.9,3.88,0.83,786.58,0.93
2026-08-04 10:00:35,Computer Center,218.3,6.65,1.379,862.13,0.95
2026-08-04 10:00:35,Cafeteria Block,220.9,2.52,0.507,625.94,0.91
2026-08-04 14:05:55,Main Meter,221.1,4.71,1.01,1209.93,0.97
2026-08-04 14:05:55,Lab Building A,232.3,3.42,0.763,1050.08,0.96
2026-08-04 14:05:55,Library Wing,230.5,2.72,0.596,790.33,0.95
2026-08-04 14:05:55,Computer Center,226.4,6.13,1.235,869.13,0.89
2026-08-04 14:05:55,Cafeteria Block,230.8,2.68,0.594,629.72,0.96
2026-08-04 18:50:57,Main Meter,222.7,4.89,0.969,1215.73,0.89
2026-08-04 18:50:57,Lab Building A,232.4,3.54,0.757,1054.71,0.92
2026-08-04 18:50:57,Library Wing,236.8,2.91,0.634,794.17,0.92
2026-08-04 18:50:57,Computer Center,234.7,6.72,1.388,876.9,0.88
2026-08-04 18:50:57,Cafeteria Block,233.7,2.76,0.606,633.55,0.94
2026-08-04 22:26:50,Main Meter,239.5,1.58,0.344,1217.63,0.91
2026-08-04 22:26:50,Lab Building A,234.0,1.21,0.255,1056.22,0.9
2026-08-04 22:26:50,Library Wing,218.3,1.15,0.231,795.56,0.92
2026-08-04 22:26:50,Computer Center,236.9,2.13,0.484,879.92,0.96
2026-08-04 22:26:50,Cafeteria Block,224.8,1.34,0.289,635.35,0.96
2026-08-05 02:13:27,Main Meter,239.4,1.7,0.378,1220.06,0.93
2026-08-05 02:13:27,Lab Building A,225.0,1.35,0.267,1057.73,0.88
2026-08-05 02:13:27,Library Wing,229.0,1.34,0.27,797.16,0.88
2026-08-05 02:13:27,Computer Center,230.0,2.13,0.436,882.39,0.89
2026-08-05 02:13:27,Cafeteria Block,234.4,1.81,0.378,637.72,0.89
2026-08-05 06:21:27,Main Meter,228.3,2.42,0.492,1222.99,0.89
2026-08-05 06:21:27,Lab Building A,237.8,1.38,0.318,1059.53,0.97
2026-08-05 06:21:27,Library Wing,231.6,0.97,0.204,798.34,0.91
2026-08-05 06:21:27,Computer Center,231.1,2.29,0.497,885.36,0.94
2026-08-05 06:21:27,Cafeteria Block,218.2,1.76,0.349,639.82,0.91
2026-08-05 10:55:02,Main Meter,225.1,5.2,1.042,1229.32,0.89
2026-08-05 10:55:02,Lab Building A,226.5,2.47,0.492,1062.35,0.88
2026-08-05 10:55:02,Library Wing,224.5,2.68,0.56,801.47,0.93
2026-08-05 10:55:02,Computer Center,228.5,6.45,1.326,893.54,0.9
2026-08-05 10:55:02,Cafeteria Block,232.4,3.62,0.749,644.65,0.89
2026-08-05 14:48:41,Main Meter,230.6,4.48,0.93,1235.02,0.9
2026-08-05 14:48:41,Lab Building A,222.5,3.38,0.677,1066.66,0.9
2026-08-05 14:48:41,Library Wing,222.8,3.72,0.746,806.17,0.9
2026-08-05 14:48:41,Computer Center,238.0,7.16,1.636,903.31,0.96
2026-08-05 14:48:41,Cafeteria Block,236.4,3.18,0.692,648.75,0.92
2026-08-05 18:51:52,Main Meter,226.2,4.22,0.869,1239.95,0.91
2026-08-05 18:51:52,Lab Building A,222.4,2.7,0.546,1070.06,0.91
2026-08-05 18:51:52,Library Wing,239.2,3.76,0.845,811.31,0.94
2026-08-05 18:51:52,Computer Center,235.7,6.42,1.362,911.37,0.9
2026-08-05 18:51:52,Cafeteria Block,235.9,2.8,0.601,652.5,0.91
2026-08-05 22:03:17,Main Meter,237.2,2.08,0.469,1242.88,0.95
2026-08-05 22:03:17,Lab Building A,232.9,1.17,0.248,1071.66,0.91
2026-08-05 22:03:17,Library Wing,238.3,0.7,0.147,812.2,0.88
2026-08-05 22:03:17,Computer Center,221.0,3.14,0.625,915.21,0.9
2026-08-05 22:03:17,Cafeteria Block,221.6,1.47,0.313,654.42,0.96
2026-08-06 02:39:48,Main Meter,223.6,1.99,0.423,1245.31,0.95
2026-08-06 02:39:48,Lab Building A,227.3,1.24,0.256,1073.07,0.91
2026-08-06 02:39:48,Library Wing,219.1,1.32,0.269,813.83,0.93
2026-08-06 02:39:48,Computer Center,221.0,3.17,0.666,919.46,0.95
2026-08-06 02:39:48,Cafeteria Block,228.1,1.56,0.342,656.33,0.96
2026-08-06 06:46:19,Main Meter,221.5,1.91,0.402,1247.77,0.95
2026-08-06 06:46:19,Lab Building A,235.5,1.52,0.333,1075.1,0.93
2026-08-06 06:46:19,Library Wing,235.7,1.62,0.367,816.04,0.96
2026-08-06 06:46:19,Computer Center,237.0,1.84,0.419,922.04,0.96
2026-08-06 06:46:19,Cafeteria Block,236.5,1.42,0.296,658.23,0.88
2026-08-06 10:02:07,Main Meter,223.4,5.51,1.169,1254.75,0.95
2026-08-06 10:02:07,Lab Building A,232.2,3.02,0.652,1079.02,0.93
2026-08-06 10:02:07,Library Wing,236.3,3.17,0.727,820.73,0.97
2026-08-06 10:02:07,Computer Center,230.5,6.95,1.522,931.2,0.95
2026-08-06 10:02:07,Cafeteria Block,230.4,3.77,0.834,663.5,0.96
2026-08-06 14:05:16,Main Meter,228.3,3.77,0.826,1259.77,0.96
2026-08-06 14:05:16,Lab Building A,223.5,4.0,0.849,1084.3,0.95
2026-08-06 14:05:16,Library Wing,221.6,3.41,0.733,825.21,0.97
2026-08-06 14:05:16,Computer Center,239.6,5.68,1.211,939.02,0.89
2026-08-06 14:05:16,Cafeteria Block,220.5,3.44,0.736,668.16,0.97
2026-08-06 18:50:54,Main Meter,225.0,3.92,0.811,1265.02,0.92
2026-08-06 18:50:54,Lab Building A,238.6,4.06,0.891,1089.9,0.92
2026-08-06 18:50:54,Library Wing,223.5,3.87,0.77,829.83,0.89
2026-08-06 18:50:54,Computer Center,220.9,5.72,1.137,946.35,0.9
2026-08-06 18:50:54,Cafeteria Block,227.5,4.42,0.915,673.81,0.91
2026-08-06 22:26:18,Main Meter,235.8,1.97,0.437,1267.47,0.94
2026-08-06 22:26:18,Lab Building A,219.2,1.36,0.271,1091.51,0.91
2026-08-06 22:26:18,Library Wing,220.7,1.77,0.355,831.82,0.91
2026-08-06 22:26:18,Computer Center,236.4,2.85,0.62,950.14,0.92
2026-08-06 22:26:18,Cafeteria Block,218.9,0.89,0.181,674.91,0.93
2026-08-07 02:55:20,Main Meter,236.0,2.39,0.525,1270.59,0.93
2026-08-07 02:55:20,Lab Building A,224.4,1.55,0.33,1093.42,0.95
2026-08-07 02:55:20,Library Wing,235.1,1.48,0.324,833.64,0.93
2026-08-07 02:55:20,Computer Center,237.0,3.06,0.696,954.06,0.96
2026-08-07 02:55:20,Cafeteria Block,231.0,1.15,0.258,676.4,0.97
2026-08-07 06:32:46,Main Meter,220.1,1.77,0.37,1272.74,0.95
2026-08-07 06:32:46,Lab Building A,232.2,1.05,0.224,1094.68,0.92
2026-08-07 06:32:46,Library Wing,235.9,1.75,0.363,835.73,0.88
2026-08-07 06:32:46,Computer Center,237.1,2.29,0.5,957.21,0.92
2026-08-07 06:32:46,Cafeteria Block,233.8,1.6,0.34,678.31,0.91
2026-08-07 10:30:42,Main Meter,233.5,4.96,1.042,1278.84,0.9
2026-08-07 10:30:42,Lab Building A,239.2,3.46,0.761,1098.97,0.92
2026-08-07 10:30:42,Library Wing,231.5,3.92,0.853,841.17,0.94
2026-08-07 10:30:42,Computer Center,220.2,5.9,1.247,964.12,0.96
2026-08-07 10:30:42,Cafeteria Block,228.9,3.15,0.642,682.21,0.89
2026-08-07 14:13:15,Main Meter,223.7,5.19,1.091,1285.4,0.94
2026-08-07 14:13:15,Lab Building A,225.6,4.04,0.866,1104.13,0.95
2026-08-07 14:13:15,Library Wing,232.6,2.99,0.675,845.52,0.97
2026-08-07 14:13:15,Computer Center,219.7,6.71,1.356,971.63,0.92
2026-08-07 14:13:15,Cafeteria Block,236.7,2.81,0.592,685.92,0.89
2026-08-07 18:12:33,Main Meter,222.8,4.68,0.949,1291.24,0.91
2026-08-07 18:12:33,Lab Building A,219.4,3.29,0.671,1107.88,0.93
2026-08-07 18:12:33,Library Wing,231.8,3.06,0.674,849.41,0.95
2026-08-07 18:12:33,Computer Center,229.0,5.83,1.188,978.7,0.89
2026-08-07 18:12:33,Cafeteria Block,238.1,4.07,0.93,691.21,0.96
2026-08-07 22:02:59,Main Meter,237.3,2.0,0.422,1293.91,0.89
2026-08-07 22:02:59,Lab Building A,220.1,1.46,0.289,1109.53,0.9
2026-08-07 22:02:59,Library Wing,239.4,1.13,0.26,851.02,0.96
2026-08-07 22:02:59,Computer Center,239.4,1.71,0.377,981.05,0.92
2026-08-07 22:02:59,Cafeteria Block,219.1,0.96,0.2,692.35,0.95
2026-08-08 02:14:03,Main Meter,228.6,1.82,0.379,1296.09,0.91
2026-08-08 02:14:03,Lab Building A,223.3,1.01,0.205,1110.86,0.91
2026-08-08 02:14:03,Library Wing,239.7,0.81,0.184,852.08,0.95
2026-08-08 02:14:03,Computer Center,230.8,2.03,0.436,983.58,0.93
2026-08-08 02:14:03,Cafeteria Block,218.5,1.54,0.31,694.07,0.92
2026-08-08 06:58:27,Main Meter,221.4,2.06,0.429,1298.56,0.94
2026-08-08 06:58:27,Lab Building A,239.1,1.7,0.382,1113.26,0.94
2026-08-08 06:58:27,Library Wing,235.3,1.03,0.228,853.41,0.94
2026-08-08 06:58:27,Computer Center,239.1,1.73,0.393,986.03,0.95
2026-08-08 06:58:27,Cafeteria Block,220.7,1.58,0.317,696.03,0.91
2026-08-08 10:03:08,Main Meter,224.3,4.89,0.987,1304.81,0.9
2026-08-08 10:03:08,Lab Building A,234.8,3.29,0.695,1117.65,0.9
2026-08-08 10:03:08,Library Wing,238.7,2.51,0.551,856.82,0.92
2026-08-08 10:03:08,Computer Center,223.3,5.57,1.119,992.47,0.9
2026-08-08 10:03:08,Cafeteria Block,223.7,3.28,0.675,700.29,0.92
2026-08-08 14:48:12,Main Meter,226.2,4.19,0.844,1310.16,0.89
2026-08-08 14:48:12,Lab Building A,238.0,4.24,0.898,1122.65,0.89
2026-08-08 14:48:12,Library Wing,225.3,2.59,0.554,860.15,0.95
2026-08-08 14:48:12,Computer Center,236.3,6.59,1.479,1001.23,0.95
2026-08-08 14:48:12,Cafeteria Block,237.4,2.67,0.615,704.03,0.97
2026-08-08 18:54:52,Main Meter,231.0,4.24,0.94,1315.82,0.96
2026-08-08 18:54:52,Lab Building A,220.2,3.31,0.685,1126.73,0.94
2026-08-08 18:54:52,Library Wing,224.7,3.83,0.775,864.9,0.9
2026-08-08 18:54:52,Computer Center,220.8,6.66,1.382,1009.47,0.94
2026-08-08 18:54:52,Cafeteria Block,236.8,4.11,0.944,709.53,0.97
2026-08-08 22:22:26,Main Meter,233.5,1.28,0.284,1317.54,0.95
2026-08-08 22:22:26,Lab Building A,229.1,1.26,0.263,1128.43,0.91
2026-08-08 22:22:26,Library Wing,223.8,1.78,0.355,867.06,0.89
2026-08-08 22:22:26,Computer Center,231.1,1.62,0.356,1011.61,0.95
2026-08-08 22:22:26,Cafeteria Block,220.5,1.31,0.254,711.1,0.88
2026-08-09 02:42:34,Main Meter,237.3,1.87,0.395,1319.9,0.89
2026-08-09 02:42:34,Lab Building A,239.1,1.15,0.245,1129.78,0.89
2026-08-09 02:42:34,Library Wing,220.9,1.88,0.386,869.2,0.93
2026-08-09 02:42:34,Computer Center,220.7,2.27,0.466,1014.43,0.93
2026-08-09 02:42:34,Cafeteria Block,236.4,1.86,0.413,713.75,0.94
2026-08-09 06:39:27,Main Meter,235.6,1.61,0.36,1321.99,0.95
2026-08-09 06:39:27,Lab Building A,223.6,1.74,0.377,1132.22,0.97
2026-08-09 06:39:27,Library Wing,231.3,1.45,0.295,870.99,0.88
2026-08-09 06:39:27,Computer Center,235.7,1.77,0.405,1016.95,0.97
2026-08-09 06:39:27,Cafeteria Block,231.3,1.8,0.383,716.08,0.92
2026-08-09 10:57:37,Main Meter,237.3,4.11,0.888,1326.88,0.91
2026-08-09 10:57:37,Lab Building A,227.6,3.06,0.676,1136.6,0.97
2026-08-09 10:57:37,Library Wing,236.7,3.09,0.688,874.84,0.94
2026-08-09 10:57:37,Computer Center,235.9,6.71,1.44,1025.36,0.91
2026-08-09 10:57:37,Cafeteria Block,238.6,2.56,0.574,719.36,0.94
2026-08-09 14:28:12,Main Meter,224.4,4.84,1.032,1332.9,0.95
2026-08-09 14:28:12,Lab Building A,220.2,3.43,0.695,1140.45,0.92
2026-08-09 14:28:12,Library Wing,239.2,2.76,0.594,878.23,0.9
2026-08-09 14:28:12,Computer Center,231.0,5.29,1.149,1031.97,0.94
2026-08-09 14:28:12,Cafeteria Block,223.6,3.23,0.643,723.14,0.89
2026-08-09 18:00:28,Main Meter,226.4,4.9,1.043,1338.89,0.94
2026-08-09 18:00:28,Lab Building A,219.1,3.77,0.76,1145.08,0.92
2026-08-09 18:00:28,Library Wing,228.7,3.82,0.804,883.35,0.92
2026-08-09 18:00:28,Computer Center,238.2,6.26,1.372,1040.63,0.92
2026-08-09 18:00:28,Cafeteria Block,219.1,2.82,0.562,726.6,0.91
2026-08-09 22:44:13,Main Meter,226.4,1.34,0.27,1340.44,0.89
2026-08-09 22:44:13,Lab Building A,224.8,1.16,0.25,1146.58,0.96
2026-08-09 22:44:13,Library Wing,225.1,1.31,0.271,884.91,0.92
2026-08-09 22:44:13,Computer Center,223.1,2.09,0.448,1043.48,0.96
2026-08-09 22:44:13,Cafeteria Block,225.9,1.48,0.324,728.48,0.97
2026-08-10 02:36:01,Main Meter,218.2,2.02,0.397,1342.88,0.9
2026-08-10 02:36:01,Lab Building A,234.7,2.04,0.445,1149.39,0.93
2026-08-10 02:36:01,Library Wing,239.0,1.23,0.285,886.66,0.97
2026-08-10 02:36:01,Computer Center,233.6,2.83,0.615,1047.39,0.93
2026-08-10 02:36:01,Cafeteria Block,231.5,1.44,0.32,730.42,0.96
2026-08-10 06:19:34,Main Meter,221.2,2.21,0.464,1345.56,0.95
2026-08-10 06:19:34,Lab Building A,224.1,1.26,0.268,1151.06,0.95
2026-08-10 06:19:34,Library Wing,236.0,1.38,0.293,888.42,0.9
2026-08-10 06:19:34,Computer Center,228.3,2.97,0.651,1051.58,0.96
2026-08-10 06:19:34,Cafeteria Block,221.6,1.49,0.307,732.36,0.93
2026-08-10 10:08:16,Main Meter,219.7,4.29,0.905,1350.83,0.96
2026-08-10 10:08:16,Lab Building A,221.2,3.63,0.739,1155.52,0.92
2026-08-10 10:08:16,Library Wing,223.5,3.54,0.728,893.01,0.92
2026-08-10 10:08:16,Computer Center,239.6,6.01,1.354,1060.33,0.94
2026-08-10 10:08:16,Cafeteria Block,223.1,4.11,0.853,737.09,0.93
2026-08-10 14:40:11,Main Meter,231.2,5.3,1.103,1357.0,0.9
2026-08-10 14:40:11,Lab Building A,220.1,3.39,0.686,1159.32,0.92
2026-08-10 14:40:11,Library Wing,234.4,2.67,0.557,896.26,0.89
2026-08-10 14:40:11,Computer Center,225.4,7.4,1.535,1069.93,0.92
2026-08-10 14:40:11,Cafeteria Block,223.1,2.78,0.558,740.42,0.9
2026-08-10 18:21:47,Main Meter,220.5,4.03,0.853,1362.41,0.96
2026-08-10 18:21:47,Lab Building A,234.6,4.02,0.905,1165.0,0.96
2026-08-10 18:21:47,Library Wing,237.9,3.07,0.665,900.24,0.91
2026-08-10 18:21:47,Computer Center,234.2,7.52,1.603,1078.9,0.91
2026-08-10 18:21:47,Cafeteria Block,231.7,3.53,0.728,744.83,0.89
2026-08-10 22:39:58,Main Meter,239.7,1.53,0.337,1364.35,0.92
2026-08-10 22:39:58,Lab Building A,222.8,1.34,0.269,1166.73,0.9
2026-08-10 22:39:58,Library Wing,234.8,1.56,0.333,902.25,0.91
2026-08-10 22:39:58,Computer Center,229.4,3.08,0.685,1083.12,0.97
2026-08-10 22:39:58,Cafeteria Block,218.4,0.61,0.12,745.51,0.9
2026-08-11 02:09:15,Main Meter,233.1,1.15,0.252,1365.78,0.94
2026-08-11 02:09:15,Lab Building A,236.7,1.41,0.304,1168.7,0.91
2026-08-11 02:09:15,Library Wing,224.5,0.84,0.181,903.41,0.96
2026-08-11 02:09:15,Computer Center,225.7,2.99,0.641,1087.07,0.95
2026-08-11 02:09:15,Cafeteria Block,235.6,1.19,0.261,747.08,0.93
2026-08-11 06:03:49,Main Meter,236.2,2.01,0.446,1368.48,0.94
2026-08-11 06:03:49,Lab Building A,221.7,1.6,0.337,1170.59,0.95
2026-08-11 06:03:49,Library Wing,229.9,1.63,0.337,905.42,0.9
2026-08-11 06:03:49,Computer Center,219.8,2.89,0.61,1090.95,0.96
2026-08-11 06:03:49,Cafeteria Block,220.8,1.21,0.251,748.61,0.94
2026-08-11 10:02:19,Main Meter,229.6,4.13,0.872,1373.78,0.92
2026-08-11 10:02:19,Lab Building A,229.6,3.98,0.859,1175.69,0.94
2026-08-11 10:02:19,Library Wing,225.4,2.57,0.533,908.55,0.92
2026-08-11 10:02:19,Computer Center,234.1,7.8,1.607,1101.08,0.88
2026-08-11 10:02:19,Cafeteria Block,238.5,4.02,0.93,754.44,0.97
2026-08-11 14:29:54,Main Meter,239.6,4.85,1.069,1380.46,0.92
2026-08-11 14:29:54,Lab Building A,224.2,3.16,0.623,1179.45,0.88
2026-08-11 14:29:54,Library Wing,218.0,2.46,0.493,911.68,0.92
2026-08-11 14:29:54,Computer Center,238.8,6.98,1.5,1109.45,0.9
2026-08-11 14:29:54,Cafeteria Block,226.1,3.29,0.722,758.74,0.97
2026-08-11 18:40:33,Main Meter,232.6,4.57,0.967,1385.91,0.91
2026-08-11 18:40:33,Lab Building A,223.2,3.09,0.614,1183.25,0.89
2026-08-11 18:40:33,Library Wing,229.0,4.39,0.885,917.15,0.88
2026-08-11 18:40:33,Computer Center,230.2,5.75,1.218,1116.9,0.92
2026-08-11 18:40:33,Cafeteria Block,222.7,4.02,0.806,763.77,0.9
2026-08-11 22:14:21,Main Meter,219.1,2.21,0.455,1388.71,0.94
2026-08-11 22:14:21,Lab Building A,225.8,0.98,0.215,1184.45,0.97
2026-08-11 22:14:21,Library Wing,229.0,1.43,0.308,918.95,0.94
2026-08-11 22:14:21,Computer Center,239.2,2.36,0.508,1120.18,0.9
2026-08-11 22:14:21,Cafeteria Block,238.2,1.65,0.362,765.81,0.92
2026-08-12 02:14:27,Main Meter,226.7,1.22,0.263,1390.23,0.95
2026-08-12 02:14:27,Lab Building A,238.9,1.33,0.302,1186.36,0.95
2026-08-12 02:14:27,Library Wing,224.1,1.13,0.225,920.28,0.89
2026-08-12 02:14:27,Computer Center,223.3,3.45,0.74,1124.31,0.96
2026-08-12 02:14:27,Cafeteria Block,231.2,1.52,0.32,767.59,0.91
2026-08-12 06:53:36,Main Meter,224.5,1.5,0.3,1391.99,0.89
2026-08-12 06:53:36,Lab Building A,229.5,1.72,0.363,1188.43,0.92
2026-08-12 06:53:36,Library Wing,230.3,1.41,0.289,922.08,0.89
2026-08-12 06:53:36,Computer Center,239.6,3.28,0.754,1128.78,0.96
2026-08-12 06:53:36,Cafeteria Block,219.9,1.84,0.36,769.66,0.89
2026-08-12 10:27:11,Main Meter,235.4,4.49,1.025,1398.64,0.97
2026-08-12 10:27:11,Lab Building A,234.6,3.32,0.724,1192.77,0.93
2026-08-12 10:27:11,Library Wing,235.4,3.66,0.767,926.75,0.89
2026-08-12 10:27:11,Computer Center,220.9,7.15,1.5,1138.29,0.95
2026-08-12 10:27:11,Cafeteria Block,225.2,3.31,0.671,773.54,0.9
2026-08-12 14:09:30,Main Meter,220.5,3.48,0.683,1403.03,0.89
